content_id,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
4702,Mudbound,2017,7.4,46246,Drama.War,134,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
4703,ALF,2017,7.4,33191,Comedy.Family.Sci-Fi,30,Series,TV-G,103,None,None,None,Mild,Mild
4704,Eragon,2006,5.1,124300,Action.Adventure.Family,104,Film,PG,1,None,Mild,None,None,Mild
4705,Z,1969,8.3,25750,Crime.Drama.History,127,Film,M,1,Mild,Moderate,Mild,Mild,Mild
4706,Slow West,2015,6.9,44430,Action.Adventure.Drama,84,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
4707,Parker,2013,6.2,119313,Action.Crime.Thriller,118,Film,R,1,Mild,Severe,Severe,Mild,Mild
4708,Everything.Everything,2017,6.4,35969,Drama.Romance,96,Film,PG-13,1,Mild,None,Mild,None,None
4709,68 Whiskey,2020,5.7,1895,Comedy.Drama.War,NULL,Series,TV-MA,10,Moderate,Moderate,Severe,Mild,Mild
4710,Piranha 3DD,2012,3.7,41440,Comedy.Horror.Sci-Fi,83,Film,R,1,Severe,Severe,Moderate,Severe,Severe
4711,Volcano,1997,5.5,74561,Action.Drama.Sci-Fi,104,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
4712,Jaws: The Revenge,1987,3,44416,Adventure.Horror.Thriller,89,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
4713,Mississippi Burning,1988,7.8,94984,Crime.Drama.History,128,Film,R,1,None,Severe,Moderate,Mild,Severe
4714,Lockout,2012,6.1,96761,Action.Sci-Fi.Thriller,95,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
4715,The One,2012,6.6,11513,Crime.Drama.Sci-Fi,NULL,Series,TV-MA,8,Mild,Mild,Moderate,Mild,Mild
4716,Eli,2019,5.7,32525,Drama.Horror.Mystery,98,Film,R,1,None,Moderate,Mild,None,Moderate
4717,Poseidon,2006,5.7,101720,Action.Adventure.Thriller,98,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
4718,Grand Army,2020,7.5,5249,Drama,NULL,Series,TV-MA,9,Moderate,Moderate,Severe,Moderate,Moderate
4719,La belle et la bête,2014,6.4,20377,Drama.Family.Fantasy,102,Film,PG-13,1,Mild,Moderate,Mild,Mild,Severe
4720,Selena,1997,6.8,27519,Biography.Drama.Music,127,Film,PG,1,Mild,Mild,Mild,Mild,Mild
4721,Ben 10,1997,7.3,16138,Animation.Action.Adventure,22,Series,TV-Y7-FV,51,None,Mild,None,None,Mild
4722,Ant-Man and the Wasp: Quantumania,2023,NULL,NULL,Action.Adventure.Comedy,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4723,One Foot in the Grave,2023,7.8,6070,Comedy.Drama,90,Series,TV-PG,44,None,Mild,Moderate,Mild,Mild
4724,Waves,2019,7.6,21368,Drama.Romance.Sport,135,Film,R,1,Mild,Moderate,Severe,Moderate,Moderate
4725,Against All Odds,1984,5.9,11828,Action.Adventure.Crime,128,Film,R,1,Moderate,Moderate,Severe,Moderate,Mild
4726,The Chi,1984,7.4,5276,Drama,60,Series,TV-MA,40,Moderate,Mild,Severe,Moderate,No Rate
4727,The Beastmaster,1982,6.2,22218,Action.Adventure.Fantasy,118,Film,PG,1,Moderate,Moderate,Mild,Mild,Moderate
4728,Scooby Doo.Where Are You!,1982,7.9,32289,Animation.Adventure.Comedy,22,Series,TV-G,25,None,Mild,None,None,Mild
4729,Janghwa.Hongryeon,2003,7.2,59668,Drama.Horror.Mystery,114,Film,R,1,None,Moderate,None,Mild,Severe
4730,Pinocchio,2019,6.2,11192,Drama.Family.Fantasy,125,Film,PG-13,1,None,Mild,None,Mild,Moderate
4731,Private Parts,1997,6.9,35756,Biography.Comedy.Drama,109,Film,R,1,Moderate,None,Severe,Mild,None
4732,Gräns,2018,7,27427,Crime.Drama.Fantasy,110,Film,R,1,Severe,Moderate,Mild,Mild,Moderate
4733,Playing with Fire,2019,5.1,12843,Comedy.Family,96,Film,PG,1,Mild,Mild,None,None,Mild
4734,Moonstruck,1987,7.1,55577,Comedy.Drama.Romance,102,Film,PG,1,Mild,Mild,Mild,Mild,None
4735,Kakegurui,1987,7.2,6938,Animation.Drama.Mystery,24,Series,TV-14,24,Moderate,Moderate,Mild,None,Mild
4736,Takers,2010,6.2,60684,Action.Crime.Thriller,107,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
4737,Child's Play 3,1991,5.1,38481,Horror.Thriller,90,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
4738,People Just Do Nothing,1991,8.5,5723,Comedy.Music,30,Series,TV-MA,27,Mild,None,Moderate,Moderate,None
4739,Legend of the Seeker,1991,7.6,34191,Action.Adventure.Drama,44,Series,TV-14,44,Mild,Moderate,Mild,Mild,Moderate
4740,Invictus,2009,7.3,154961,Biography.Drama.History,134,Film,PG-13,1,None,Mild,Moderate,Mild,Mild
4741,Rough Night,2017,5.2,50012,Comedy.Crime.Thriller,101,Film,R,1,Moderate,Mild,Moderate,Moderate,Mild
4742,From Beyond,1986,6.7,24678,Horror.Sci-Fi,85,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
4743,Better Off Dead...,1985,7.1,43038,Comedy.Romance,97,Film,PG,1,Mild,Mild,Mild,Mild,None
4744,Head of the Class,1985,6.6,2535,Comedy,30,Series,TV-G,114,No Rate,No Rate,No Rate,No Rate,No Rate
4745,Rogue,2020,4,7377,Action.Horror.Thriller,105,Film,R,1,None,Severe,Moderate,None,Moderate
4746,Ghosts of Mars,2001,4.9,53030,Action.Horror.Sci-Fi,98,Film,R,1,None,Severe,Severe,Moderate,Moderate
4747,The Exception,2016,6.8,12388,Drama.Romance.War,107,Film,R,1,Moderate,Mild,Mild,Mild,Mild
4748,NOS4A2,2016,6.7,8417,Drama.Fantasy.Horror,60,Series,TV-14,20,Mild,Moderate,Mild,Moderate,Moderate
4749,Naked,1993,7.8,37181,Comedy.Drama,131,Film,Not Rated,1,Severe,Moderate,Severe,Moderate,Severe
4750,The Color Purple,1985,7.8,82552,Drama,154,Film,PG-13,1,Moderate,Moderate,Mild,Moderate,Moderate
4751,La grande bellezza,2013,7.8,84781,Drama,141,Film,Not Rated,1,Moderate,Mild,Mild,Mild,None
4752,Anger Management,2003,6.2,209252,Comedy,106,Film,PG-13,1,Moderate,Mild,Moderate,Mild,None
4753,Exam,2009,6.8,110417,Mystery.Thriller,101,Film,Not Rated,1,None,Mild,Moderate,None,Moderate
4754,The Polar Express,2004,6.6,188010,Animation.Adventure.Comedy,100,Film,G,1,None,None,None,None,Mild
4755,Persian Lessons,2020,7.4,5240,Drama.War,127,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4756,Kiss the Girls,1997,6.6,70360,Crime.Drama.Mystery,115,Film,R,1,Moderate,Severe,Severe,Mild,Severe
4757,The Empire,1997,4,15736,Action.Drama.History,NULL,Series,NULL,8,No Rate,No Rate,No Rate,No Rate,No Rate
4758,The Bradshaw Bunch,1997,5.8,179,Documentary.Reality-TV,30,Series,TV-14,11,No Rate,No Rate,No Rate,No Rate,No Rate
4759,Carnivàle,1997,8.4,43565,Drama.Fantasy.Mystery,55,Series,TV-MA,24,Severe,Moderate,Mild,Moderate,Moderate
4760,The Good Dinosaur,2015,6.7,108433,Animation.Adventure.Comedy,93,Film,PG,1,None,Mild,None,Mild,Moderate
4761,All-Star Weekend,2015,NULL,NULL,Comedy,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4762,Quo vadis.Aida?,2020,7.9,26097,Drama.History.War,101,Film,Approved,1,None,Moderate,Mild,Mild,Moderate
4763,Night Shift,1982,6.6,15119,Comedy,106,Film,R,1,Moderate,Mild,Mild,Mild,Mild
4764,The Unit,1982,8.1,21115,Action.Drama.Thriller,60,Series,TV-PG,70,No Rate,No Rate,No Rate,No Rate,No Rate
4765,Bad Moms,2016,6.2,119361,Comedy,100,Film,R,1,Moderate,None,Severe,Severe,None
4766,We Hunt Together,2016,6.9,1233,Crime.Drama.Thriller,45,Series,TV-MA,9,No Rate,No Rate,Severe,No Rate,No Rate
4767,Cure,1997,7.4,13138,Crime.Horror.Mystery,111,Film,Not Rated,1,Mild,Severe,Moderate,Moderate,Severe
4768,Bangkok Breaking,1997,6,189,Action.Crime.Drama,60,Series,TV-MA,6,No Rate,No Rate,No Rate,No Rate,No Rate
4769,Taken 3,2014,6,185732,Action.Crime.Thriller,108,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
4770,Rogue,2007,6.2,29286,Action.Drama.Horror,99,Film,R,1,Mild,Moderate,Severe,Mild,Moderate
4771,The Great Raid,2005,6.7,21983,Action.Drama.War,132,Film,R,1,Mild,Severe,Mild,None,Moderate
4772,Knight of Cups,2015,5.7,26257,Drama.Romance,118,Film,R,1,Moderate,Mild,Moderate,Moderate,Mild
4773,Starsky & Hutch,2004,6.1,143081,Comedy.Crime,101,Film,PG-13,1,Moderate,Moderate,Moderate,Severe,Mild
4774,Endangered Species,2021,4.5,1131,Action.Thriller,101,Film,R,1,Moderate,Moderate,Moderate,Mild,Severe
4775,Flight of the Phoenix,2004,6.1,53254,Action.Adventure.Drama,113,Film,PG-13,1,None,Mild,Mild,Mild,Moderate
4776,Spidey and His Amazing Friends,2004,5.8,143,Animation.Action.Adventure,22,Series,TV-Y7,21,No Rate,No Rate,No Rate,No Rate,No Rate
4777,Unthinkable,2010,7.1,86088,Crime.Drama.Thriller,97,Film,R,1,None,Severe,Severe,Mild,Severe
4778,Kara Para Ask,2010,7.3,5516,Action.Crime.Drama,90,Series,TV-MA,54,Mild,Moderate,Moderate,Mild,Severe
4779,Summer of 84,2018,6.7,37493,Drama.Horror.Mystery,105,Film,Not Rated,1,Mild,Moderate,Severe,Mild,Moderate
4780,Two Weeks in Another Town,1962,6.4,2458,Drama,107,Film,Approved,1,Mild,Mild,None,Moderate,Mild
4781,Half Baked,1998,6.7,60666,Comedy.Crime,82,Film,R,1,Mild,Mild,Severe,Severe,None
4782,The New World,2005,6.7,84846,Biography.Drama.History,135,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
4783,Hung,2005,7.1,21410,Comedy.Drama,30,Series,TV-MA,30,Severe,None,Moderate,Mild,None
4784,Shoot 'Em Up,2007,6.6,147643,Action.Thriller,86,Film,R,1,Moderate,Severe,Severe,Mild,Moderate
4785,Daybreak,2019,6.7,17715,Action.Adventure.Comedy,60,Series,TV-MA,10,Mild,Moderate,Severe,Moderate,Mild
4786,Keeping Up Appearances,2019,7.8,14943,Comedy,60,Series,TV-PG,44,None,None,None,Mild,None
4787,La región salvaje,2016,6.1,5291,Drama.Horror.Mystery,98,Film,Not Rated,1,Severe,Moderate,Moderate,Mild,Mild
4788,Guilty,2020,5.4,4180,Drama.Thriller,119,Film,TV-MA,1,Moderate,Mild,Moderate,Moderate,Moderate
4789,The Loud House,2020,7.1,4588,Animation.Adventure.Comedy,22,Series,TV-Y7,132,Mild,Mild,Mild,None,Mild
4790,Turning Red,2022,NULL,NULL,Animation.Adventure.Comedy,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4791,Vantage Point,2008,6.6,147829,Action.Crime.Drama,90,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
4792,Wishmaster,1997,5.8,22408,Fantasy.Horror,90,Film,R,1,None,Severe,Moderate,Mild,Moderate
4793,WKRP in Cincinnati,1997,7.9,8746,Comedy,30,Series,TV-PG,90,None,None,Mild,Mild,None
4794,Leap Year,2010,6.5,100385,Comedy.Romance,100,Film,PG,1,Mild,Mild,Mild,None,None
4795,Chitty Chitty Bang Bang,1968,6.9,43331,Adventure.Family.Fantasy,144,Film,G,1,None,Mild,None,Mild,Mild
4796,Mean Streets,1973,7.2,104967,Crime.Drama.Thriller,112,Film,R,1,Moderate,Moderate,Severe,Moderate,Moderate
4797,Riget,1973,8.3,17544,Comedy.Drama.Fantasy,561,Series,TV-MA,13,Moderate,Severe,Severe,Mild,Severe
4798,Terminator: The Sarah Connor Chronicles,1973,7.7,58870,Action.Drama.Fantasy,60,Series,TV-PG,31,Mild,Moderate,Mild,Mild,Moderate
4799,BROS,2022,NULL,NULL,Comedy.Romance,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4800,À l'intérieur,2007,6.7,39232,Horror,82,Film,R,1,None,Severe,Moderate,Mild,Severe
4801,Ich seh.Ich seh,2014,6.7,48564,Horror.Mystery.Thriller,99,Film,R,1,Mild,Severe,None,None,Severe
4802,The Silence,2019,5.3,41783,Drama.Horror.Sci-Fi,90,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
4803,Effie Gray,2014,6,5108,Biography.Drama.Romance,104,Film,PG-13,1,Mild,Mild,None,Mild,None
4804,The White Tiger,2021,7.1,54606,Crime.Drama,125,Film,R,1,Mild,Moderate,Severe,Moderate,Moderate
4805,Where'd You Go.Bernadette,2019,6.5,19920,Comedy.Drama,109,Film,PG-13,1,Mild,None,Mild,Mild,None
4806,Átame!,1989,7,27688,Comedy.Crime.Drama,101,Film,NC-17,1,Moderate,Moderate,Moderate,Moderate,Mild
4807,White Lines,2020,6.6,15831,Crime.Drama.Mystery,60,Series,TV-MA,10,Severe,Moderate,Severe,Severe,Mild
4808,Eat Pray Love,2010,5.8,93261,Biography.Drama.Romance,133,Film,PG-13,1,Mild,None,Mild,Mild,None
4809,Miracles from Heaven,2016,7.1,23986,Biography.Drama.Family,109,Film,PG,1,None,Mild,None,None,Moderate
4810,Swallow,2021,3.9,104,Drama.History.Thriller,128,Film,TV-14,1,No Rate,No Rate,No Rate,No Rate,No Rate
4811,Bound by Honor,1993,8,30071,Crime.Drama,180,Film,R,1,Moderate,Severe,Severe,Severe,Severe
4812,Blockers,2018,6.2,75714,Comedy,102,Film,R,1,Severe,Mild,Severe,Moderate,None
4813,Vice Principals,2018,8,23127,Comedy,30,Series,TV-MA,18,Moderate,Moderate,Severe,Moderate,Mild
4814,Petticoat Junction,2018,7,2836,Comedy,30,Series,TV-G,222,No Rate,No Rate,No Rate,No Rate,No Rate
4815,Dragon Rider,2020,5.6,1199,Animation.Adventure.Comedy,91,Film,E,1,None,Mild,Mild,Mild,Mild
4816,McLintock!,1963,7.2,14055,Comedy.Romance.Western,127,Film,Passed,1,None,Mild,Mild,Mild,None
4817,Mad Max Beyond Thunderdome,1985,6.3,131650,Action.Adventure.Sci-Fi,107,Film,PG-13,1,None,Moderate,Moderate,None,Mild
4818,Reign of Fire,2002,6.2,131394,Action.Adventure.Fantasy,101,Film,PG-13,1,None,Mild,Mild,Mild,Mild
4819,Snuff Films,2007,4.1,61,Horror,73,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4820,God: Serengeti,2017,6.7,2009,Short.Comedy,4,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4821,The Unforgivable,2021,NULL,NULL,Drama,112,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
4822,Trigger Point,2021,4.9,1719,Action.Mystery.Thriller,85,Film,Not Rated,1,Mild,Severe,Severe,Severe,Severe
4823,Liv and Maddie,2021,6.4,7562,Comedy.Drama.Family,22,Series,TV-G,80,None,None,None,None,None
4824,I Still Believe,2020,6.5,10393,Biography.Drama.Music,116,Film,PG,1,None,None,None,None,Mild
4825,Mr.Bean,2020,8.5,109230,Comedy.Family,25,Series,TV-G,15,Mild,None,None,None,None
4826,Blindspotting,2020,5.9,965,Comedy.Crime.Drama,30,Series,TV-MA,9,Moderate,None,Severe,Moderate,Moderate
4827,I Feel Pretty,2018,5.6,51927,Comedy.Romance,110,Film,PG-13,1,Moderate,None,Mild,Mild,None
4828,H2O: Just Add Water,2018,7.2,13860,Drama.Family.Fantasy,23,Series,TV-PG,78,None,None,None,None,None
4829,A Wife's Nightmare,2014,5.9,1195,Drama.Mystery.Thriller,85,Film,TV-PG,1,Mild,Mild,Mild,Mild,Mild
4830,Passions,2014,6.2,4461,Drama,60,Series,TV-14,1608,No Rate,No Rate,No Rate,No Rate,No Rate
4831,Tenacious D in The Pick of Destiny,2006,6.8,105942,Adventure.Comedy.Music,93,Film,R,1,Moderate,Mild,Severe,Moderate,Mild
4832,Star Trek: First Contact,1996,7.6,121655,Action.Adventure.Drama,111,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
4833,NewsRadio,1996,7.9,14640,Comedy.Romance,23,Series,TV-PG,97,Mild,No Rate,Mild,No Rate,No Rate
4834,The Time Traveler's Wife,1996,NULL,NULL,Animation.Drama.Fantasy,NULL,Series,NULL,6,No Rate,No Rate,No Rate,No Rate,No Rate
4835,Mute,2018,5.5,33148,Mystery.Sci-Fi.Thriller,126,Film,TV-MA,1,Moderate,Moderate,Moderate,Mild,Moderate
4836,Ted Bundy: American Boogeyman,2021,3.7,380,Crime,110,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4837,Conviction,2019,6.8,399,Short.Action.Sci-Fi,4,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4838,The Long Home,2019,NULL,NULL,Drama,96,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4839,Blade Runner: Black Lotus,2019,NULL,NULL,Animation.Action.Crime,NULL,Series,NULL,13,No Rate,No Rate,No Rate,No Rate,No Rate
4840,Chinjeolhan geumjassi,2005,7.6,75602,Crime.Drama.Thriller,115,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
4841,Red Dawn,2012,5.4,75376,Action.Drama,93,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
4842,So I Married an Axe Murderer,1993,6.5,36499,Comedy.Romance,93,Film,PG-13,1,Mild,Mild,Moderate,Mild,Mild
4843,A Good Old Fashioned Orgy,2011,6.1,22068,Comedy.Romance,95,Film,R,1,Moderate,None,Severe,Moderate,Mild
4844,The Spectacular Now,2013,7.1,148609,Comedy.Drama.Romance,95,Film,R,1,Moderate,Mild,Severe,Moderate,Mild
4845,Dokutaa Sutoon,2013,8.2,14650,Animation.Action.Adventure,23,Series,TV-14,35,Mild,Mild,Mild,Mild,Mild
4846,The Longest Ride,2015,7.1,79792,Drama.Romance.Western,123,Film,PG-13,1,Moderate,Mild,Mild,None,None
4847,The Doctor Blake Mysteries,2015,8.1,4046,Crime.Drama.Mystery,57,Series,TV-14,46,Mild,Mild,None,Mild,Mild
4848,Raising Dion,2015,7.2,9872,Drama.Sci-Fi,50,Series,TV-G,17,Mild,Mild,Mild,Mild,Mild
4849,Hairspray,1988,7,20888,Comedy.Drama.Family,92,Film,PG,1,Mild,None,Mild,Mild,Mild
4850,Paths of Glory,1957,8.4,187737,Drama.War,88,Film,Approved,1,None,Moderate,Mild,Mild,Moderate
4851,Machete Kills,2013,5.6,76964,Action.Crime.Thriller,107,Film,R,1,Mild,Severe,Severe,Moderate,Moderate
4852,The Sisterhood of the Traveling Pants,2005,6.5,58010,Comedy.Drama.Romance,119,Film,PG,1,Mild,None,None,Mild,Mild
4853,Big Jake,1971,7.1,12260,Western,110,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
4854,Midnight Sun,2018,6.6,27781,Drama.Romance,91,Film,PG-13,1,Mild,None,Mild,Mild,None
4855,Back to School,1986,6.7,30413,Comedy.Romance.Sport,96,Film,PG-13,1,Moderate,Mild,Moderate,Mild,None
4856,A Walk Among the Tombstones,2014,6.5,116851,Action.Crime.Drama,114,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
4857,Creeped Out,2014,6.6,1655,Drama.Family.Fantasy,30,Series,TV-Y7,23,Mild,Moderate,Mild,None,Severe
4858,Entourage,2015,6.6,78414,Comedy.Drama,104,Film,R,1,Moderate,Mild,Severe,Severe,Mild
4859,The Gift,2000,6.7,66306,Drama.Fantasy.Horror,112,Film,R,1,Moderate,Moderate,Moderate,Mild,Severe
4860,No mires para abajo,2008,6,2818,Drama.Romance,85,Film,R,1,Severe,None,Mild,Mild,None
4861,Fatman,2020,5.9,19865,Action.Comedy.Fantasy,100,Film,R,1,None,Moderate,Moderate,Mild,Moderate
4862,The Banana Splits Movie,2019,5.1,3462,Comedy.Horror.Sci-Fi,89,Film,R,1,None,Severe,Moderate,Mild,Severe
4863,A Hologram for the King,2016,6.1,42874,Comedy.Drama.Romance,98,Film,R,1,Moderate,None,Mild,Mild,None
4864,Hart to Hart,2016,6.6,7043,Action.Adventure.Crime,60,Series,TV-PG,111,No Rate,No Rate,No Rate,No Rate,No Rate
4865,Dollhouse,2016,7.7,47803,Drama.Mystery.Sci-Fi,44,Series,TV-14,27,Mild,Moderate,Mild,Mild,Moderate
4866,Zwartboek,2006,7.7,74825,Drama.Thriller.War,145,Film,R,1,Severe,Severe,Moderate,Moderate,Severe
4867,Hot Summer Nights,2017,6.4,15784,Comedy.Crime.Drama,107,Film,R,1,Mild,Moderate,Severe,Severe,Moderate
4868,Sharpe,2017,8.4,642,Action.Adventure.Drama,NULL,Series,NULL,18,No Rate,No Rate,No Rate,No Rate,No Rate
4869,Time Bandits,1981,7,61303,Adventure.Comedy.Fantasy,116,Film,PG,1,None,Mild,Mild,Mild,Mild
4870,Detectorists,1981,8.6,12545,Comedy,30,Series,Not Rated,19,None,None,Moderate,Mild,None
4871,Bonnie and Clyde,1967,7.8,108427,Action.Biography.Crime,111,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
4872,Whitstable Pearl,1967,6.9,1124,Crime.Drama.Mystery,NULL,Series,TV-14,6,No Rate,Mild,Mild,Mild,No Rate
4873,Dinosaur,2000,6.5,56995,Animation.Adventure.Drama,82,Film,PG,1,None,Moderate,None,None,Moderate
4874,Centaurworld,2000,7.6,1020,Animation.Adventure.Comedy,25,Series,TV-Y7,20,None,None,None,None,Mild
4875,The Adjustment Bureau,2011,7,251126,Romance.Sci-Fi.Thriller,106,Film,PG-13,1,Mild,Mild,Moderate,Mild,Mild
4876,Silent Hours,2021,5,132,Thriller,120,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4877,Ice Age: Collision Course,2016,5.7,61249,Animation.Adventure.Comedy,94,Film,PG,1,Mild,Mild,None,None,Mild
4878,Pink Flamingos,1972,6.1,23567,Comedy.Crime,93,Film,NC-17,1,Severe,Severe,Severe,Moderate,Severe
4879,Kiss Kiss Bang Bang,2005,7.5,221172,Comedy.Crime.Mystery,103,Film,R,1,Moderate,Severe,Severe,Moderate,Mild
4880,Inhumans,2017,5,23629,Action.Adventure.Sci-Fi,43,Series,TV-PG,8,Moderate,Moderate,Mild,None,Mild
4881,Belle de jour,1967,7.7,42495,Drama.Romance,100,Film,R,1,Moderate,Mild,Mild,Mild,Mild
4882,Three,2005,4.9,9520,Drama.Romance.Thriller,95,Film,TV-MA,1,Moderate,Moderate,Moderate,Mild,Moderate
4883,Mother's Day,2016,5.7,35717,Comedy.Drama.Romance,118,Film,PG-13,1,Mild,None,Mild,None,None
4884,Andromeda,2016,6.6,13063,Action.Adventure.Drama,43,Series,TV-PG,110,Mild,Mild,Mild,Mild,Mild
4885,The Beguiled,1971,7.2,16846,Drama.Thriller.War,105,Film,R,1,Moderate,Moderate,Mild,Mild,Moderate
4886,The Void,2016,5.9,33713,Horror.Mystery.Sci-Fi,90,Film,Not Rated,1,Mild,Severe,Severe,Mild,Severe
4887,Carnage,2011,7.2,123706,Comedy.Drama,80,Film,R,1,None,Mild,Moderate,Moderate,Mild
4888,When Hope Calls,2011,8,693,Drama.Family.Romance,NULL,Series,TV-G,11,No Rate,No Rate,None,No Rate,No Rate
4889,Nathan for You,2011,8.9,23048,Documentary.Comedy,30,Series,TV-14,32,Mild,None,Mild,Mild,None
4890,The Hills Have Eyes II,2007,5.1,62546,Horror.Thriller,89,Film,R,1,Moderate,Severe,Severe,None,Severe
4891,Doctor Doctor,2007,7.8,2563,Comedy.Drama,50,Series,Not Rated,48,Moderate,Moderate,Moderate,Moderate,Moderate
4892,Striptease,1996,4.5,44618,Comedy.Crime.Drama,115,Film,R,1,Moderate,Mild,Mild,Mild,Mild
4893,Wrath of the Titans,2012,5.7,185495,Action.Adventure.Fantasy,99,Film,PG-13,1,None,Moderate,Mild,None,Moderate
4894,The Naked Gun: From the Files of Police Squad!,1988,7.6,160852,Comedy.Crime,85,Film,PG-13,1,Moderate,Mild,Mild,Mild,None
4895,Drunk History,1988,7.8,10130,Comedy.History,22,Series,TV-14,72,Mild,Mild,Moderate,Severe,Mild
4896,Inspector George Gently,1988,8,6444,Crime.Drama.Mystery,89,Series,TV-MA,25,Mild,Mild,Moderate,Severe,No Rate
4897,Flack,1988,7.2,4769,Comedy.Drama,60,Series,TV-14,12,Mild,Mild,Severe,Severe,None
4898,27 Dresses,2008,6.1,158973,Comedy.Romance,111,Film,PG-13,1,Mild,None,Mild,Mild,None
4899,Selma,2014,7.5,89408,Biography.Drama.History,128,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
4900,Krypton,2014,6.9,15830,Action.Adventure.Drama,45,Series,TV-14,20,Moderate,Moderate,Mild,Mild,Moderate
4901,Kidding,2014,8,17339,Comedy.Drama,30,Series,TV-MA,20,Moderate,Mild,Moderate,Moderate,Mild
4902,Seberg,2019,5.8,7269,Biography.Drama.Thriller,102,Film,R,1,Mild,Mild,Moderate,Moderate,Mild
4903,Dirty Rotten Scoundrels,1988,7.4,68266,Comedy.Crime,110,Film,PG,1,Mild,None,Mild,Mild,None
4904,Bir Zamanlar Çukurova,1988,5.5,885,Drama,120,Series,NULL,108,No Rate,No Rate,No Rate,No Rate,No Rate
4905,Nikita,1990,7.3,69949,Action.Thriller,117,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
4906,Breakfast on Pluto,2005,7.2,21792,Comedy.Drama,128,Film,R,1,Moderate,Moderate,Mild,Moderate,Moderate
4907,American Gangster Presents: Big 50 - The Delrhonda Hood Story,2021,4,149,Drama,95,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4908,Bad Blood,2021,7.5,8821,Crime.Drama,47,Series,TV-MA,14,Mild,Severe,Moderate,Moderate,Moderate
4909,Adventureland,2009,6.8,156494,Comedy.Drama.Romance,107,Film,R,1,Mild,Mild,Moderate,Moderate,None
4910,WarGames,1983,7.1,95161,Action.Adventure.Drama,114,Film,PG,1,None,None,Mild,Mild,Mild
4911,The White Orchid,2018,5.3,1000,Drama.Mystery.Thriller,82,Film,TV-MA,1,Mild,Mild,None,Mild,Mild
4912,Never Back Down,2008,6.6,99068,Action.Drama.Sport,113,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
4913,Poltergeist III,1988,4.7,17936,Horror.Thriller,98,Film,PG,1,Mild,Moderate,Mild,Mild,Moderate
4914,Corner Gas,1988,8.2,6745,Comedy,30,Series,TV-14,107,None,None,Mild,Mild,None
4915,The Princess Diaries 2: Royal Engagement,2004,5.8,77450,Comedy.Family.Romance,113,Film,G,1,None,None,None,None,None
4916,Bullitt,1968,7.4,65768,Action.Crime.Thriller,114,Film,M/PG,1,Mild,Moderate,Mild,None,Moderate
4917,Kolskaya sverhglubokaya,2020,4.9,3290,Horror.Thriller,115,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
4918,God's Not Dead,2014,4.7,41889,Drama,113,Film,PG,1,None,Mild,None,Mild,Moderate
4919,Food Wars: Shokugeki no Soma,2014,8.2,8508,Animation.Comedy.Drama,24,Series,TV-14,89,Moderate,None,Mild,Mild,None
4920,Norbit,2007,4.1,71920,Comedy.Romance,103,Film,PG-13,1,Moderate,Mild,Moderate,Mild,None
4921,Bad Hair,2020,5.5,3147,Comedy.Horror.Music,102,Film,Unrated,1,Moderate,Severe,Moderate,None,Severe
