content_id,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1101,Way Down,2021,6.4,17868,Action.Thriller,118,Film,R,1,None,None,Moderate,Mild,None
1102,Level 16,2018,6.1,9038,Drama.Sci-Fi.Thriller,102,Film,Not Rated,1,None,Mild,None,Mild,Mild
1103,Robin Hood: Prince of Thieves,1991,6.9,185763,Action.Adventure.Drama,143,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1104,Kaubôi bibappu,1991,8.9,98568,Animation.Action.Adventure,24,Series,TV-14,26,Moderate,Moderate,Moderate,Moderate,Moderate
1105,Harry Potter and the Order of the Phoenix,2007,7.5,536993,Action.Adventure.Family,138,Film,PG-13,1,None,Moderate,Mild,None,Moderate
1106,Logan Lucky,2017,7,141330,Action.Comedy.Crime,118,Film,PG-13,1,None,Mild,Mild,Mild,Mild
1107,Black Adam,2022,NULL,NULL,Action.Fantasy.Sci-Fi,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1108,American History X,1998,8.5,1069951,Drama,119,Film,R,1,Severe,Severe,Severe,Moderate,Severe
1109,Grease,1978,7.2,254270,Musical.Romance,110,Film,PG,1,Moderate,Mild,Mild,Mild,None
1110,Carrie,1976,7.4,176660,Horror,98,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
1111,Dead to Me,1976,8,65044,Comedy.Crime.Drama,30,Series,TV-MA,26,Mild,Mild,Severe,Moderate,Mild
1112,Yesterday,2019,6.8,138614,Comedy.Fantasy.Music,116,Film,PG-13,1,Mild,Mild,Mild,Mild,None
1113,Girls,2019,7.3,68012,Comedy.Drama,28,Series,TV-MA,62,Severe,Mild,Severe,Moderate,Mild
1114,Jurassic World,2015,7,602691,Action.Adventure.Sci-Fi,124,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1115,Knight and Day,2010,6.3,186692,Action.Adventure.Comedy,109,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
1116,The Town,2010,7.5,368986,Crime.Drama.Thriller,125,Film,R,1,Moderate,Moderate,Severe,Moderate,Moderate
1117,Bridesmaids,2011,6.8,280704,Comedy.Romance,125,Film,R,1,Moderate,Mild,Severe,Mild,None
1118,Road House,1989,6.6,67568,Action.Thriller,114,Film,R,1,Severe,Severe,Severe,Moderate,Moderate
1119,Thunderball,1965,7,112324,Action.Adventure.Thriller,130,Film,PG,1,Mild,Moderate,None,Mild,Mild
1120,A View to a Kill,1985,6.3,93278,Action.Adventure.Thriller,131,Film,PG,1,Mild,Moderate,Mild,Mild,Moderate
1121,A Star Is Born,2018,7.6,357141,Drama.Music.Romance,136,Film,R,1,Moderate,Mild,Severe,Severe,Moderate
1122,The Accountant,2016,7.3,278278,Action.Crime.Drama,128,Film,R,1,None,Severe,Moderate,Mild,Moderate
1123,Mayans M.C.,2016,7.6,14882,Crime.Drama.Thriller,60,Series,TV-MA,31,Mild,Severe,Severe,Moderate,Severe
1124,Demonic,2021,4.2,2466,Drama.Horror.Sci-Fi,104,Film,R,1,None,Moderate,Moderate,Mild,Moderate
1125,Justice League,2017,6.1,426527,Action.Adventure.Fantasy,120,Film,PG-13,1,None,Moderate,Mild,Mild,Mild
1126,Cold Case,2017,7.6,25839,Crime.Drama.Mystery,44,Series,TV-14,156,Moderate,Severe,Moderate,Severe,Severe
1127,The Righteous Gemstones,2017,8,14759,Comedy.Drama,36,Series,TV-MA,18,Severe,Mild,Moderate,Moderate,Mild
1128,Les Misérables,2012,7.6,318477,Drama.Musical.Romance,158,Film,PG-13,1,Moderate,Moderate,Mild,Mild,Moderate
1129,Irréversible,2002,7.4,126991,Crime.Drama.Mystery,97,Film,Not Rated,1,Severe,Severe,Severe,Moderate,Severe
1130,Star Wars: Episode I - The Phantom Menace,1999,6.5,757819,Action.Adventure.Fantasy,136,Film,PG,1,None,Mild,None,None,Mild
1131,Will & Grace,1999,7.2,53144,Comedy.Romance,22,Series,TV-14,246,Mild,None,Mild,Mild,None
1132,Home Alone,1990,7.6,509474,Comedy.Family,103,Film,PG,1,None,Mild,Mild,Mild,Mild
1133,Malèna,2000,7.5,96836,Comedy.Drama.Romance,108,Film,R,1,Severe,Moderate,Moderate,Mild,Mild
1134,Good Boys,2019,6.7,69025,Adventure.Comedy,90,Film,R,1,Moderate,Mild,Severe,Severe,None
1135,Scandal,2019,7.7,69824,Drama.Thriller,43,Series,TV-14,124,Moderate,Moderate,Mild,Mild,Moderate
1136,The Truman Show,1998,8.1,993069,Comedy.Drama,103,Film,PG,1,None,None,Mild,Mild,Mild
1137,Never Say Never Again,1983,6.2,65088,Action.Adventure.Thriller,134,Film,PG,1,Mild,Mild,Mild,Mild,Mild
1138,Maleficent: Mistress of Evil,2019,6.6,94901,Adventure.Family.Fantasy,119,Film,PG,1,None,Mild,None,None,Mild
1139,The Love Boat,2019,6.1,10352,Comedy.Drama.Romance,60,Series,TV-G,250,No Rate,No Rate,No Rate,No Rate,No Rate
1140,Happy Endings,2019,7.7,36499,Comedy.Romance,22,Series,TV-14,58,Mild,None,Moderate,Moderate,None
1141,Murder on the Orient Express,2017,6.5,224999,Crime.Drama.Mystery,114,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1142,Burn Notice,2017,7.9,70896,Action.Crime.Drama,44,Series,TV-PG,111,Mild,Moderate,Mild,Moderate,Moderate
1143,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,504707,Adventure.Fantasy.Mystery,146,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1144,Children of the Corn,1984,5.6,49998,Horror.Thriller,92,Film,R,1,None,Severe,Mild,Mild,Moderate
1145,After Life,1984,8.4,94866,Comedy.Drama,30,Series,TV-MA,18,None,Mild,Severe,Moderate,None
1146,The Deuce,1984,8.1,26693,Drama,60,Series,TV-MA,25,Severe,Moderate,Severe,Severe,Mild
1147,Possession,1981,7.4,28205,Drama.Horror,124,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
1148,Servant,1981,7.5,26066,Drama.Horror.Mystery,30,Series,TV-MA,30,Moderate,Mild,Moderate,Mild,Moderate
1149,Mission: Impossible - Fallout,2018,7.7,309105,Action.Adventure.Thriller,147,Film,PG-13,1,None,Moderate,Moderate,None,Moderate
1150,Gods of Egypt,2016,5.4,111599,Action.Adventure.Fantasy,127,Film,PG-13,1,Mild,Moderate,None,None,Mild
1151,Basic Instinct,1992,7,189556,Drama.Mystery.Thriller,127,Film,R,1,Severe,Severe,Severe,Severe,Moderate
1152,Wild Wild West,1999,4.9,156694,Action.Comedy.Sci-Fi,106,Film,PG-13,1,Moderate,Moderate,Moderate,Mild,Mild
1153,Independence Day,1996,7,550363,Action.Adventure.Sci-Fi,145,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1154,Girl in the Basement,2021,6.4,5524,Crime.Thriller,88,Film,TV-14,1,Mild,Moderate,None,None,Moderate
1155,Extracurricular,2020,7.7,4363,Crime.Drama,50,Series,TV-MA,10,Mild,Moderate,Severe,Moderate,Moderate
1156,Good Omens,2019,8.1,67625,Comedy.Fantasy,328,Series,TV-MA,12,Mild,Mild,Mild,Mild,Mild
1157,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,8.3,37945,Animation.Action.Adventure,117,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1158,3rd Rock from the Sun,2020,7.7,49671,Comedy.Family.Sci-Fi,60,Series,TV-PG,139,Mild,None,Mild,Mild,None
1159,Younger,2020,7.8,21078,Comedy.Romance,22,Series,TV-14,84,Moderate,None,Mild,Moderate,None
1160,Jumanji: Welcome to the Jungle,2017,6.9,346284,Action.Adventure.Comedy,119,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
1161,Shadowplay,2017,7.1,3784,Drama.Thriller,45,Series,TV-MA,8,Mild,Severe,Severe,Moderate,Severe
1162,The Texas Chainsaw Massacre,2003,6.2,135560,Crime.Horror,98,Film,R,1,Mild,Severe,Severe,Moderate,Severe
1163,Lewis,2003,8,11826,Crime.Drama.Mystery,90,Series,TV-PG,42,Moderate,Mild,None,Mild,Mild
1164,Merlin,2003,7.9,77192,Adventure.Drama.Fantasy,45,Series,TV-PG,65,None,Mild,None,Mild,Mild
1165,The Woman in the Window,2021,5.7,63070,Crime.Drama.Mystery,100,Film,R,1,None,Moderate,Moderate,Moderate,Moderate
1166,X-Men,2000,7.4,589260,Action.Adventure.Sci-Fi,104,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1167,Signs,2002,6.7,349098,Drama.Mystery.Sci-Fi,106,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1168,Gravity Falls,2002,8.9,86333,Animation.Action.Adventure,23,Series,TV-Y7,40,None,Mild,Mild,None,Moderate
1169,Scooby-Doo,2002,5.2,105533,Adventure.Comedy.Family,89,Film,PG,1,Mild,Mild,Mild,Mild,Mild
1170,The Tender Bar,2021,7.4,76,Drama,104,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
1171,Sin City,2005,8,750738,Crime.Thriller,124,Film,R,1,Moderate,Severe,Moderate,Moderate,Severe
1172,Fury,2014,7.6,451968,Action.Drama.War,134,Film,R,1,Mild,Severe,Severe,Mild,Severe
1173,Hagane no renkinjutsushi,2014,9.1,140390,Animation.Action.Adventure,24,Series,TV-14,69,Mild,Severe,Mild,Mild,Severe
1174,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.5,65363,Horror,87,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
1175,Batman v Superman: Dawn of Justice,2016,6.4,665851,Action.Adventure.Sci-Fi,152,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1176,The Lord of the Rings: The Two Towers,2002,8.7,1550497,Action.Adventure.Drama,179,Film,PG-13,1,None,Moderate,None,Mild,Moderate
1177,The Magnificent Seven,2016,6.9,199943,Action.Adventure.Western,132,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1178,JoJo no kimyô-na bôken,2016,8.4,14660,Animation.Action.Adventure,30,Series,TV-MA,157,Moderate,Severe,Moderate,Moderate,Severe
1179,Oblivion,2013,7,502671,Action.Adventure.Sci-Fi,124,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
1180,The League,2013,8.2,45879,Comedy.Sport,22,Series,TV-MA,84,Moderate,Mild,Moderate,Moderate,None
1181,Ich bin dein Mensch,2021,7.2,1528,Comedy.Romance.Sci-Fi,108,Film,R,1,Moderate,No Rate,Moderate,No Rate,No Rate
1182,Q-Force,2021,6.3,3527,Animation.Action.Adventure,30,Series,TV-MA,10,Severe,Mild,Severe,Mild,None
1183,That '80s Show,2002,4.8,2114,Comedy,30,Series,TV-PG,13,Moderate,None,Mild,Moderate,No Rate
1184,The Tudors,2002,8.1,71362,Drama.History.Romance,60,Series,TV-MA,38,Severe,Severe,Moderate,Mild,Moderate
1185,Skins,2002,8.2,78539,Drama,46,Series,TV-MA,61,Severe,Moderate,Severe,Severe,Moderate
1186,Star Wars: The Bad Batch,2002,8,20242,Animation.Action.Adventure,NULL,Series,TV-PG,17,None,Moderate,None,None,Mild
1187,The Spy Who Loved Me,1977,7.1,103630,Action.Adventure.Thriller,125,Film,PG,1,Mild,Moderate,Mild,Mild,Mild
1188,Jagten,2012,8.3,304947,Drama,115,Film,R,1,Moderate,Moderate,Moderate,Mild,Moderate
1189,Grown Ups 2,2013,5.4,146810,Comedy,101,Film,PG-13,1,Moderate,Mild,Moderate,Mild,None
1190,The Conjuring 2,2016,7.3,249635,Horror.Mystery.Thriller,134,Film,R,1,None,Moderate,Mild,Mild,Severe
1191,Tombstone,1993,7.8,136620,Action.Biography.Drama,130,Film,R,1,Mild,Moderate,Mild,Moderate,Moderate
1192,Mr Inbetween,1993,8.6,11878,Crime.Drama,30,Series,TV-MA,26,Mild,Severe,Severe,Moderate,Moderate
1193,Legion,1993,8.2,86101,Action.Drama.Sci-Fi,60,Series,TV-MA,27,Moderate,Moderate,Mild,Moderate,Moderate
1194,Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,239768,Adventure.Family.Fantasy,134,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1195,Labyrinth,1986,7.4,129944,Adventure.Family.Fantasy,101,Film,PG,1,None,Mild,Mild,None,Mild
1196,Super 8,2011,7,346199,Mystery.Sci-Fi.Thriller,112,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
1197,The Midnight Club,2011,NULL,NULL,Drama.Horror.Mystery,NULL,Series,NULL,10,No Rate,No Rate,No Rate,No Rate,No Rate
1198,Love Actually,2003,7.6,448625,Comedy.Drama.Romance,135,Film,R,1,Moderate,None,Moderate,Mild,Mild
1199,Agatha Christie's Marple,2003,7.8,7249,Crime.Drama.Mystery,93,Series,TV-14,23,Mild,Mild,None,Mild,Moderate
1200,Willy's Wonderland,2021,5.5,21180,Action.Comedy.Horror,88,Film,TV-MA,1,Mild,Severe,Moderate,Mild,Moderate
1201,The Faculty,1998,6.5,116887,Horror.Mystery.Sci-Fi,104,Film,R,1,Mild,Severe,Severe,Moderate,Moderate
1202,The Pianist,2002,8.5,773575,Biography.Drama.Music,150,Film,(Banned),1,None,Severe,Mild,Mild,Severe
1203,Salinui chueok,2003,8.1,160172,Crime.Drama.Mystery,131,Film,Not Rated,1,Moderate,Moderate,Moderate,Mild,Moderate
1204,Harry Potter and the Half-Blood Prince,2009,7.6,501363,Action.Adventure.Family,153,Film,PG,1,None,Moderate,Mild,Mild,Moderate
1205,Kim's Convenience,2009,8.2,14126,Comedy,22,Series,TV-14,65,Mild,None,Mild,Mild,None
1206,Heroes,2009,7.5,234272,Drama.Fantasy.Sci-Fi,45,Series,TV-14,78,Mild,Severe,Moderate,Moderate,Severe
1207,Q,2011,5.5,6680,Drama.Romance,103,Film,Not Rated,1,Severe,Mild,Moderate,Moderate,Mild
1208,The Glass Wall,1953,6.9,928,Drama.Film-Noir,82,Film,Approved,1,No Rate,No Rate,No Rate,No Rate,No Rate
1209,The Devil's Advocate,1997,7.5,348744,Drama.Mystery.Thriller,144,Film,R,1,Severe,Severe,Severe,Moderate,Severe
1210,Jessica Jones,1997,7.9,200880,Action.Crime.Drama,56,Series,TV-MA,39,Moderate,Moderate,Moderate,Moderate,Moderate
1211,Cruel Intentions,1999,6.8,185784,Drama.Romance,97,Film,R,1,Moderate,Mild,Moderate,Moderate,None
1212,The Hunger Games: Catching Fire,2013,7.5,634465,Action.Drama.Mystery,146,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1213,Veronica Mars,2013,8.3,69649,Crime.Drama.Mystery,44,Series,TV-14,72,Moderate,Mild,Mild,Moderate,Moderate
1214,Bates Motel,2013,8.1,102066,Drama.Horror.Mystery,45,Series,TV-MA,50,Moderate,Severe,Moderate,Moderate,Severe
1215,Love on the Spectrum,2013,8.6,4403,Documentary.Reality-TV.Romance,45,Series,TV-14,11,No Rate,No Rate,No Rate,No Rate,No Rate
1216,Binsenjo,2013,8.5,10279,Comedy.Crime.Romance,80,Series,Not Rated,21,None,Severe,Mild,Mild,Severe
1217,The Book of Boba Fett,2013,NULL,NULL,Action.Adventure.Sci-Fi,NULL,Series,NULL,8,No Rate,No Rate,No Rate,No Rate,No Rate
1218,Crazy Rich Asians,2018,6.9,156523,Comedy.Drama.Romance,120,Film,PG-13,1,Mild,None,Mild,Mild,None
1219,Reservoir Dogs,1992,8.3,960882,Crime.Drama.Thriller,99,Film,R,1,Mild,Severe,Severe,Mild,Moderate
1220,Alma's Not Normal,1992,8,632,Comedy,28,Series,NULL,7,No Rate,No Rate,No Rate,No Rate,No Rate
1221,I Care a Lot,2020,6.3,115825,Comedy.Crime.Thriller,118,Film,R,1,Mild,Mild,Severe,Mild,Mild
1222,Zombieland,2009,7.6,543896,Adventure.Comedy.Fantasy,88,Film,R,1,Mild,Severe,Moderate,Moderate,Moderate
1223,The Empty Man,2020,6.1,19531,Horror.Mystery.Thriller,137,Film,R,1,Moderate,Severe,Moderate,Moderate,Moderate
1224,V/H/S,2012,5.8,59654,Horror.Thriller,116,Film,R,1,Severe,Severe,Severe,Moderate,Severe
1225,Monster Hunter,2020,5.3,47782,Action.Adventure.Fantasy,103,Film,PG-13,1,None,Moderate,Mild,None,Moderate
1226,Motherless Brooklyn,2019,6.8,51085,Crime.Drama.Mystery,144,Film,R,1,None,Moderate,Severe,Moderate,Mild
1227,Her,2013,8,569643,Drama.Romance.Sci-Fi,126,Film,R,1,Moderate,None,Severe,Mild,None
1228,Captain America: Civil War,2016,7.8,711887,Action.Adventure.Sci-Fi,147,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1229,Everybody Loves Raymond,2016,7.1,66871,Comedy,22,Series,TV-PG,210,Mild,Mild,Mild,Mild,None
1230,Bombshell,2019,6.8,103589,Biography.Drama,109,Film,R,1,Mild,None,Moderate,None,Mild
1231,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,281909,Action.Adventure.Fantasy,129,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1232,The Closer,2017,7.6,24259,Crime.Drama.Mystery,46,Series,TV-14,109,Moderate,Moderate,Moderate,Moderate,Mild
1233,6 Underground,2019,6.1,155099,Action.Thriller,128,Film,R,1,Moderate,Severe,Severe,Mild,Severe
1234,Insidious,2010,6.8,292636,Horror.Mystery.Thriller,103,Film,PG-13,1,None,Mild,Mild,None,Severe
1235,Beauty and the Beast,2017,7.1,289282,Adventure.Family.Fantasy,129,Film,PG,1,None,Mild,None,Mild,Mild
1236,Secretary,2002,7,88090,Comedy.Drama.Romance,107,Film,R,1,Severe,Moderate,Moderate,Moderate,Moderate
1237,An American Werewolf in London,1981,7.5,99655,Comedy.Horror,97,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
1238,Jurassic World: Fallen Kingdom,2018,6.2,284218,Action.Adventure.Sci-Fi,128,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1239,Legend,2015,6.9,167565,Biography.Crime.Drama,132,Film,R,1,Mild,Severe,Severe,Moderate,Moderate
1240,Werewolves Within,2021,6,9310,Comedy.Horror,97,Film,R,1,None,Moderate,Moderate,Mild,Moderate
1241,National Lampoon's Animal House,1978,7.5,116601,Comedy,109,Film,R,1,Moderate,Mild,Moderate,Moderate,None
1242,The Haunting,1999,5,74101,Fantasy.Horror.Mystery,113,Film,PG-13,1,None,Moderate,Mild,None,Moderate
1243,Lady Bird,2017,7.4,262122,Comedy.Drama,94,Film,R,1,Moderate,None,Moderate,Mild,None
1244,Ghostbusters,2016,6.5,213425,Action.Comedy.Fantasy,117,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
1245,Alien: Covenant,2017,6.4,266421,Horror.Sci-Fi.Thriller,122,Film,R,1,Mild,Severe,Severe,Mild,Severe
1246,Sa-rang-eui bul-sa-chak,2017,8.7,19138,Adventure.Comedy.Romance,70,Series,TV-14,19,None,Mild,Mild,Mild,Mild
1247,Diamonds Are Forever,1971,6.6,101298,Action.Adventure.Thriller,120,Film,GP,1,Mild,Moderate,Mild,Mild,Moderate
1248,The Strangers,2008,6.2,124628,Horror.Mystery.Thriller,86,Film,R,1,Mild,Severe,Moderate,Mild,Severe
1249,Annihilation,2018,6.8,299235,Adventure.Drama.Horror,115,Film,R,1,Mild,Severe,Moderate,Mild,Severe
1250,Mr.Mercedes,2018,7.8,19250,Crime.Drama.Mystery,60,Series,TV-MA,30,Moderate,Severe,Severe,Moderate,Severe
1251,Safe House,2012,6.7,215694,Action.Thriller,115,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
1252,Harley Quinn,2012,8.5,19404,Animation.Action.Adventure,23,Series,TV-MA,27,Mild,Severe,Severe,Moderate,Moderate
1253,Batman,1989,7.5,352836,Action.Adventure,126,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1254,Romeo + Juliet,1996,6.7,218911,Drama.Romance,120,Film,PG-13,1,Mild,Moderate,None,Moderate,Moderate
1255,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,239785,Adventure.Drama.Fantasy,115,Film,PG-13,1,Moderate,Severe,Mild,None,Moderate
1256,Terminator 2: Judgment Day,1991,8.5,1036534,Action.Sci-Fi,137,Film,R,1,Mild,Moderate,Moderate,Mild,Moderate
1257,The Affair,1991,7.9,42952,Drama,60,Series,TV-MA,53,Severe,Moderate,Moderate,Moderate,Mild
1258,Dead Poets Society,1989,8.1,450878,Comedy.Drama,128,Film,PG,1,Mild,Mild,Mild,Mild,Moderate
1259,Gremlins,1984,7.3,208469,Comedy.Fantasy.Horror,106,Film,PG,1,None,Moderate,Mild,Mild,Moderate
1260,Doctor Who,1984,8.4,36451,Adventure.Drama.Family,45,Series,TV-PG,696,None,Moderate,Mild,Mild,Moderate
1261,The Babadook,2014,6.8,208551,Drama.Horror.Mystery,94,Film,Not Rated,1,Mild,Moderate,Mild,None,Severe
1262,Idiocracy,2006,6.6,153563,Adventure.Comedy.Sci-Fi,84,Film,R,1,Mild,Mild,Severe,Moderate,Mild
1263,Red Sparrow,2018,6.6,176235,Action.Drama.Thriller,140,Film,R,1,Severe,Severe,Severe,Moderate,Severe
1264,Stargate: Atlantis,2018,8.1,63512,Action.Adventure.Drama,44,Series,TV-PG,99,None,Moderate,Mild,None,Mild
1265,Resident Evil,2002,6.7,257886,Action.Horror.Sci-Fi,100,Film,R,1,Mild,Severe,Moderate,None,Moderate
1266,Doc Martin,2002,8.3,14098,Comedy.Drama.Romance,46,Series,TV-14,71,Mild,Mild,Mild,Mild,Mild
1267,Casino,1995,8.2,489633,Crime.Drama,178,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
1268,Hellraiser,2022,NULL,NULL,Horror.Thriller,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1269,The Owl House,2022,8.2,6139,Animation.Short.Action,22,Series,TV-Y7-FV,43,None,Mild,None,None,Mild
1270,Life,2017,6.6,217612,Horror.Sci-Fi.Thriller,104,Film,R,1,None,Moderate,Moderate,None,Severe
1271,Flight,2012,7.3,338701,Drama.Thriller,138,Film,R,1,Severe,Moderate,Severe,Severe,Moderate
1272,Final Destination 3,2006,5.8,135910,Horror.Mystery.Thriller,93,Film,R,1,Moderate,Severe,Severe,None,Severe
1273,Office Space,1999,7.7,252755,Comedy,89,Film,R,1,Mild,None,Moderate,Mild,None
1274,Cruel Summer,1999,7.5,10578,Drama.Mystery.Thriller,45,Series,TV-14,11,Mild,Mild,Mild,Mild,Mild
1275,Darkest Hour,2017,7.4,186414,Biography.Drama.History,125,Film,PG-13,1,None,Mild,Mild,Moderate,Mild
1276,Lovecraft Country,2020,7.1,36249,Drama.Fantasy.Horror,60,Series,TV-MA,10,Severe,Severe,Moderate,Moderate,Severe
1277,Salò o le 120 giornate di Sodoma,1975,5.9,57264,Drama.Horror,117,Film,Not Rated,1,Severe,Severe,Severe,Mild,Severe
1278,Interview with the Vampire: The Vampire Chronicles,1994,7.5,304969,Drama.Horror,123,Film,R,1,Moderate,Severe,Mild,Mild,Severe
1279,Boku no Hero Academia: World Heroes Mission,2021,7.8,449,Animation.Action.Adventure,104,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1280,Law & Order: Criminal Intent,2021,7.4,24157,Crime.Drama.Mystery,60,Series,TV-14,195,Mild,Mild,None,Mild,Moderate
1281,Tell Me Your Secrets,2021,7.4,7641,Crime.Drama.Mystery,NULL,Series,TV-14,10,Mild,No Rate,Mild,None,No Rate
1282,The Last Letter from Your Lover,2021,6.7,12083,Drama.Romance,110,Film,TV-MA,1,Mild,None,Mild,Mild,None
1283,The Intouchables,2011,8.5,799654,Biography.Comedy.Drama,112,Film,R,1,Mild,Mild,Moderate,Moderate,Mild
1284,The Magicians,2011,7.6,46959,Drama.Fantasy.Mystery,60,Series,TV-14,65,Mild,Moderate,Severe,Severe,Moderate
1285,The Fog,1980,6.8,69031,Horror.Thriller,89,Film,R,1,None,Moderate,Mild,Mild,Moderate
1286,Body of Lies,2008,7.1,220568,Action.Drama.Thriller,128,Film,R,1,Mild,Severe,Moderate,Mild,Severe
1287,Boy Meets World,2008,8,40624,Comedy.Drama.Family,23,Series,TV-G,158,Mild,Mild,Mild,Mild,Mild
1288,Cidade de Deus,2002,8.6,723680,Crime.Drama,130,Film,R,1,Moderate,Severe,Severe,Severe,Severe
1289,Unfaithful,2002,6.7,84350,Drama.Romance.Thriller,124,Film,R,1,Severe,Moderate,Moderate,Mild,Moderate
1290,X-Men Origins: Wolverine,2009,6.6,483128,Action.Sci-Fi,107,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1291,Gangs of London,2009,8.1,25111,Action.Crime.Drama,NULL,Series,TV-MA,17,Moderate,Severe,Moderate,Severe,Severe
1292,The Fresh Prince of Bel-Air,2009,7.9,126998,Comedy,22,Series,TV-PG,148,Mild,Mild,Mild,Mild,None
1293,Star Wars: Episode VII - The Force Awakens,2015,7.8,886828,Action.Adventure.Sci-Fi,138,Film,PG-13,1,None,Moderate,Mild,None,Moderate
1294,The Fast and the Furious: Tokyo Drift,2006,6,258007,Action.Crime.Thriller,104,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1295,Ant-Man,2015,7.3,609889,Action.Adventure.Comedy,117,Film,PG-13,1,None,Mild,Mild,Mild,Mild
1296,Your Honor,2015,7.6,39369,Crime.Drama.Thriller,57,Series,TV-MA,11,Mild,Severe,Mild,Mild,Severe
1297,Minari,2020,7.5,61889,Drama,115,Film,PG-13,1,None,None,Mild,Mild,Mild
1298,The Strain,2020,7.3,77922,Drama.Fantasy.Horror,43,Series,TV-MA,46,Mild,Severe,Moderate,Moderate,Severe
1299,Final Destination 2,2003,6.2,159109,Horror.Thriller,90,Film,R,1,Moderate,Severe,Moderate,Moderate,Moderate
1300,Three Billboards Outside Ebbing.Missouri,2017,8.1,468173,Comedy.Crime.Drama,115,Film,R,1,Mild,Moderate,Severe,Moderate,Moderate
1301,Rogue One,2016,7.8,582140,Action.Adventure.Sci-Fi,133,Film,PG-13,1,None,Moderate,None,None,Moderate
1302,Now You See Me,2013,7.2,622412,Crime.Mystery.Thriller,115,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
1303,American Hustle,2013,7.2,462992,Crime.Drama,138,Film,R,1,Moderate,Mild,Severe,Moderate,Mild
1304,The Reader,2008,7.6,236664,Drama.Romance,124,Film,R,1,Severe,None,Mild,Mild,Mild
1305,Captain Fantastic,2016,7.9,205967,Comedy.Drama,118,Film,R,1,Moderate,Moderate,Moderate,Mild,Mild
1306,A Beautiful Mind,2001,8.2,883637,Biography.Drama,135,Film,PG-13,1,Mild,Mild,Mild,Mild,Moderate
1307,10 Things I Hate About You,1999,7.3,315247,Comedy.Drama.Romance,97,Film,PG-13,1,Mild,Mild,Mild,Mild,None
1308,The Witches of Eastwick,1987,6.6,66202,Comedy.Fantasy.Horror,118,Film,R,1,Mild,Mild,Moderate,Mild,Mild
1309,Just Beyond,1987,5.8,414,Comedy.Fantasy.Horror,24,Series,TV-PG,8,No Rate,Mild,No Rate,No Rate,Mild
1310,Fantastic Beasts and Where to Find Them,2016,7.3,429713,Adventure.Family.Fantasy,132,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1311,Mulan,2020,5.7,136564,Action.Adventure.Drama,115,Film,PG-13,1,None,Mild,None,None,Mild
1312,About Time,2013,7.8,323864,Comedy.Drama.Fantasy,123,Film,R,1,Mild,Mild,Moderate,Mild,Mild
1313,The Ghost and Molly McGee,2013,8.1,205,Animation.Short.Adventure,22,Series,TV-Y7,7,None,No Rate,No Rate,No Rate,No Rate
1314,Fate: The Winx Saga,2013,6.9,33150,Action.Adventure.Drama,NULL,Series,TV-MA,14,Mild,Moderate,Moderate,Moderate,Moderate
